seqname	dsDNAphage	NCLDV	RNA	ssDNA	lavidaviridae
7e9f1785-03af-4611-8987-45ef0cacc8fa	0.467	0.580	0.500	0.740	0.887
ce8fd7ec-245c-4d13-a6f1-5353b2416761	0.840	0.420	0.085	0.980	0.187
bd0ccd33-a829-48c1-be7d-269ea2a1d2cd	0.893	0.300	0.650	0.980	0.460
8c7e6dfe-0743-4acc-8390-8e119a8344e3	0.293	0.353	0.855	0.427	0.280
4784b28d-0321-4a61-9448-c90590e6cec4	0.973	0.227	0.195	0.980	0.513
bc316c34-cfeb-41a7-8e8b-3c8f7e504089	0.993	0.980	0.130	0.487	0.827
5191b89f-bc26-4473-b19b-e8e192637dc2	0.933	0.460	0.265	0.987	0.773
6a8a46fd-201e-42bf-a88c-62c78c2436a4	0.987	0.653	0.390	0.800	0.960
67c58185-e4ac-445b-896a-6ec6d9b49e47	0.967	0.500	0.145	0.947	0.600
69351509-3315-4440-b15c-47f1522a67b9	0.927	0.513	0.170	1.000	0.933
dd868540-4b79-49df-8bea-c693cc673646	0.893	0.973	0.205	0.753	0.967
4ff0f1c8-8b08-4837-908f-ccaed154d81f	0.893	0.313	0.270	0.947	0.853
01587ef3-6d1d-4e6a-95f0-696ec2b8dc64	0.873	0.933	0.080	0.993	0.787
89aae845-890e-4edb-9ee6-8255de7128be	1.000	0.613	0.315	0.847	0.900
ecb053b7-605d-4310-a94b-254a537fde3d	0.207	0.060	0.860	0.207	0.153
021c08f7-94e7-4963-a339-ca8f0d8c5b9e	0.293	0.367	0.970	0.060	0.373
f9cf9fc2-a3da-42e5-9b94-4ec6639c1785	0.093	0.100	0.605	0.360	0.273
55214899-e0b8-4ea1-89a5-ba015f8e0f18	0.373	0.700	0.150	0.887	0.587
6fc5a26f-2152-41c9-8d1a-f31bd6f854d0	0.480	0.387	0.700	0.920	0.680
7a5d5d2c-9d92-4b55-af30-eb1f6ada3504	0.880	0.727	0.200	1.000	0.860
9076323b-5297-4273-9e4a-22ba728bb3df	0.320	0.147	0.930	0.053	0.293
1301378f-aac5-4a7c-9c77-2164474b6659	0.533	0.680	0.330	0.993	0.753
02ac890a-b53d-4b46-96a3-f16a7567d991	0.893	0.847	0.245	1.000	0.880
0f681e88-bab6-4620-b20c-f894ab7e051e	0.953	0.373	0.115	1.000	0.293
a1793ce5-1948-4fbd-b115-2b49bc0d2d2f	0.987	0.493	0.175	0.900	0.753
925d3e94-1304-43b9-8486-1507b2766fcc	1.000	0.427	0.250	0.847	0.900
2e5a5619-fd91-4391-a6f4-f32a252d81c6	1.000	0.380	0.135	0.880	0.767
71fef50e-9ca0-4539-8edb-514116bb8a96	0.993	0.567	0.170	1.000	0.840
da4087ba-fb3b-45ba-91d1-e246c019f112	0.873	0.327	0.585	0.980	0.833
c5ec181f-6c89-4f2f-aeb7-8bd6937526fa	0.307	0.620	0.510	0.860	0.920
616bf275-5a5f-4628-89a8-40a26fa11100	0.920	0.507	0.410	0.953	0.127
fa8f41b7-570c-43fc-b627-f5c4195af71c	1.000	0.340	0.110	0.453	0.553
e11a1972-73e1-4e8d-89d3-2a9b48d61d11	1.000	0.567	0.330	0.927	0.960
d39b6b14-8753-4b96-930d-2f1e129d6d48	0.180	0.200	0.820	0.473	0.467
d3b2df6c-2aa5-4ea6-9cf6-37b81f480e3e	0.080	0.487	0.515	0.580	0.240
95ce3580-e609-458b-850d-836733a1e731	0.673	0.320	0.165	0.500	0.960
8ea0f590-93d0-456b-9f71-64954b2befd2	0.853	0.940	0.230	0.953	0.927
7a2304e1-5870-4999-9476-e39835359f66	0.320	0.120	0.790	0.387	0.307
11149f10-d7d4-4c85-9232-fdc614af90ee	0.533	0.907	0.550	0.880	0.973
7c98ac53-4b50-46e6-8414-b692376c9520	0.627	0.220	0.595	0.907	0.880
7cdf3e10-9fbb-45d0-aee6-83e7caeebf31	1.000	0.340	0.180	0.900	0.887
125c377f-66f6-4743-8a73-ec3d25096d64	0.860	0.553	0.345	1.000	0.960
9e4f4716-9e66-4016-841f-b526ef92766c	0.647	0.427	0.090	0.853	0.533
6c0fe982-0f5a-489b-9a5d-1eeaf59fbb01	1.000	0.180	0.330	0.833	0.807
b4752d28-2ce7-49ea-af4e-c320d03164b8	0.973	0.653	0.180	0.967	0.607
8c4dc1e0-61e7-4e48-b3cb-da52f8959dc3	0.673	0.727	0.295	0.967	0.807
bb0e79b3-3bc8-4300-8e07-427472004af6	1.000	0.267	0.325	0.920	0.647
c42e2e8c-9056-4c75-881a-93b701d2b24b	0.880	0.973	0.155	1.000	0.953
69a8329d-af74-4e8c-9852-8c6786428697	1.000	0.240	0.240	0.620	0.853
7bed6f0b-5dac-463a-97fa-ea025895fb51	0.807	0.973	0.250	0.707	0.760
b584101a-4116-4da7-a83e-202b5d166aeb	1.000	0.800	0.120	1.000	0.200
a3808854-5375-4607-9016-4ef07cfb46e1	0.827	0.273	0.145	0.560	0.787
852d2d6b-a362-424e-8b59-e5488c440f9e	0.873	0.327	0.165	0.933	0.780
8322a929-1862-4d25-b13b-ac8777b24a29	0.533	0.100	0.890	0.527	0.040
cb7ec490-6d2d-46bd-b10c-6be334e318da	0.947	0.760	0.135	1.000	0.993
ddf3ca19-648a-4a56-b86d-297f58fb5a56	0.993	0.667	0.200	1.000	0.920
eca49f01-a37f-4092-8f63-cca84de8607d	0.673	0.860	0.325	1.000	0.907
5b2321fa-d530-4a30-814f-7bd9e28a2f33	0.273	0.427	0.345	0.547	0.813
ff8823d5-fcdf-4461-adce-206c437041fa	0.480	0.300	0.765	0.973	0.887
ee27e32b-21c0-43ed-a0a0-86a6591035f8	0.987	0.633	0.320	0.747	0.947
f8c63926-24ec-4b12-8eda-704294688e3e	0.133	0.073	0.490	0.387	0.153
9c4c19ed-780e-459e-9799-552a37cd8489	0.987	0.860	0.275	0.987	0.747
910669bb-cec3-4f9b-9061-0807fc0adcf5	0.693	0.400	0.445	0.753	0.947
d723ed83-7903-4deb-8a83-87deeb3ae0d0	0.960	0.387	0.055	0.527	0.633
83da45f1-f0e8-4b43-85e9-926dd5a6c4a1	0.987	0.900	0.215	1.000	0.947
e659b047-107b-46ec-ba1b-b7a370d5fd8d	0.787	0.580	0.245	0.980	0.960
c2ef53f8-7bc0-4b77-ad9e-2143371f4623	0.440	0.620	0.170	0.867	0.993
2880d692-764b-4cac-9f9e-2e200b7fbc16	0.993	0.740	0.160	0.987	0.773
88181cf5-d535-4e9d-b141-4f61eb0978ab	0.167	0.380	0.515	0.807	0.600
34a0c394-8e40-4432-a67c-06b7c83fb2f9	0.987	0.753	0.385	0.840	0.787
b424417b-bb74-4ceb-99ec-eed4c6d93e4a	0.600	0.087	0.650	0.167	0.067
859b1239-9561-4852-ab89-00193d8c5f18	0.840	0.527	0.710	0.933	0.933
65cbf5b7-4488-4056-8657-9f8992364848	1.000	0.167	0.295	0.813	0.740
299e5021-ecf1-4abd-a664-274c900fb0e7	0.840	0.220	0.365	0.987	0.420
39aa6f70-ed26-45a3-bd58-2fc608cb54ef	0.640	0.673	0.320	0.960	0.793
b10fd2eb-76a0-47ff-a21c-a600af760435	0.620	0.433	0.390	0.987	0.687
8ce0262f-62c7-43e6-bd5d-e3ad175ec250	0.940	0.607	0.250	0.953	0.713
930e3c5f-32ed-42a8-88da-4985a1a06832	0.993	0.293	0.195	0.960	0.433
e462a589-7838-4682-a1c6-5e127575d708	0.860	0.413	0.145	0.907	0.820
ab848610-76e4-4413-9a28-1d1aa352c60a	0.647	0.993	0.120	0.993	0.947
f5365135-9c35-4fba-96c7-2e4b9dcf719d	0.993	0.220	0.280	0.840	0.807
c91474a6-a342-442c-96b1-8941d1c06e61	0.707	0.440	0.390	0.947	0.727
dbba096a-dbc4-43e0-a2af-26a9a457bfec	0.907	0.553	0.240	0.960	0.793
ae59aeb3-01ef-4965-8562-a4aca0f1c192	0.947	0.613	0.380	0.467	0.987
098abeac-cbe0-4059-b564-1c218c0508e3	0.220	0.913	0.535	0.953	0.967
f8f99f27-30cb-4671-a5fe-a7675a2265d9	0.953	0.313	0.220	0.620	0.747
6cd41922-43d7-4e4c-8abc-0c1c90f65b40	0.987	0.527	0.060	0.727	0.613
6f9e325c-87a1-4448-9f82-ea5ea1765b12	0.913	0.360	0.595	0.967	0.920
afcf6445-d12e-45a8-84a2-71d15a9ccbaf	0.980	0.900	0.145	0.620	0.273
fc642219-b190-4da5-891f-331cc8615362	0.960	0.173	0.380	0.973	0.900
1f199ef2-01cb-4226-9bee-1bdd38a7f8f9	0.833	0.787	0.135	0.987	0.787
da551121-036b-494b-a0a1-97ab606abb18	0.993	0.400	0.105	0.893	0.700
daf3fcc4-ea58-4cca-b503-92b26b914f91	0.933	0.360	0.150	0.953	0.967
ef7bed65-24e3-4d92-87ab-3d9331287c03	1.000	0.347	0.200	0.587	0.720
08e2473e-e641-44d7-80f5-9a3bbc597bbb	0.967	0.487	0.245	1.000	0.433
db174efb-05c8-4285-bc84-dda0b54e21e8	1.000	0.560	0.225	0.940	0.793
2938bbac-8485-497b-b8e4-d1f2efeffcf4	0.367	0.173	0.980	0.307	0.473
177f261e-171c-4d8b-b8eb-73fbbfe9c428	0.913	1.000	0.225	1.000	0.907
1779459c-daed-40ff-9d1f-a0c8b99a885c	0.587	0.213	0.625	1.000	0.900
239d1fda-371c-468f-89e4-de894c58584f	0.993	0.773	0.280	0.527	0.827
84bc987e-7655-4cc6-8bae-1c5943d4214f	0.807	0.880	0.290	1.000	0.913
e785bacc-b953-4e11-bb0b-7a63cb037015	0.973	0.347	0.405	0.933	0.813
56610f6e-415b-4821-bf69-772fa5316ce1	0.640	0.493	0.335	0.860	0.967
c0446e25-727f-4973-a47a-fe00ef4e2b34	0.400	0.707	0.600	0.940	0.840
588d087e-d242-4e5f-bff6-db582bf0aa45	0.973	0.480	0.035	0.253	0.260
c03d7265-47c4-44b2-a58a-7463eb1b7495	1.000	0.687	0.280	0.993	0.880
4d2f660d-104e-4c67-9b6a-179b1abbc811	0.907	0.287	0.425	1.000	0.607
bdf88dde-9ff4-4c75-b7c1-0fd80e9ad7d9	0.787	0.580	0.315	0.940	0.793
95f1b6a0-3d57-4e91-b707-6e8c97fd085d	1.000	0.453	0.185	0.700	0.800
552e5e68-bad5-4804-a82b-f94518550ba6	0.893	0.840	0.460	1.000	0.993
3e4f08b6-23f8-4595-819a-cb9f94cfde1e	0.933	0.760	0.230	1.000	0.860
47b96716-494c-480f-97c7-2d15064f6b44	0.973	0.740	0.095	0.587	0.900
79df1aea-34d1-4e33-8506-bf924dd68cd8	1.000	0.513	0.385	0.967	0.927
33894757-a43d-40d9-b891-e73b0072ed65	1.000	0.807	0.180	0.953	0.487
901f33a8-d579-413f-bd3e-ea3c0c44e421	0.280	0.047	0.980	0.893	0.493
23adc0b0-cca8-4e83-bec1-66d9f67bf408	0.700	0.340	0.205	0.893	0.547
6c5a4dee-70c2-4940-8089-ec2cb1017c33	0.927	0.433	0.750	0.907	0.987
60cf6ca9-47d9-48be-b909-641449612596	0.300	0.673	0.555	0.907	0.833
5a83d7fc-4801-499a-9347-1d0740fbfbc9	0.293	0.667	0.345	0.747	0.860
5f55af2d-97e9-4629-a4e6-cc25358a7d81	0.973	0.420	0.270	0.967	0.427
d6cf75ff-2789-4f70-bf4f-8364487a1f0b	0.853	0.233	0.225	0.973	0.760
29c75956-9839-473c-99b2-7e611afbd400	0.833	0.787	0.160	0.960	0.527
0ecdfc7c-1b94-4106-84b3-a1e9abd94b8e	1.000	0.780	0.235	0.993	0.873
c3d8255b-9ed0-452a-9fb1-7982f8c8bc3e	0.827	0.393	0.680	0.913	0.840
aff56333-22fb-487d-8999-9af5a001971d	0.880	0.347	0.300	0.980	0.893
38c9bb0d-d9a5-4cf8-81b9-2a721e545362	0.973	0.507	0.120	0.520	0.747
5d9e0d36-690d-4a26-8e9a-e22955e2aee3	0.800	0.307	0.160	0.747	0.760
bcee4284-513f-4bc1-990e-093b88a3e5e1	0.767	0.593	0.210	0.947	0.800
45011fe5-190f-4285-972c-8547fc1909d0	0.993	0.733	0.335	0.993	0.187
365f8762-1d45-4c7b-9856-989c970b8acb	0.767	0.433	0.235	0.980	0.740
d876cc73-7b24-40bc-9c97-6bd819a8ba6e	0.327	0.120	0.990	0.113	0.327
4198aa0b-f296-4c3f-a5bf-ba6b20cf78ba	0.993	0.367	0.185	0.987	0.280
547af2d8-3370-4bfc-bb00-ac32ce108d63	0.953	0.347	0.250	0.980	0.520
a97d836a-9e62-45be-8198-ba5681d46be9	0.540	0.127	0.905	0.227	0.060
6d4ea23b-15e9-4446-8c19-e06201b8275b	1.000	0.653	0.270	0.933	0.980
dac65078-5d05-4392-99e9-af59282ad3ba	0.253	0.573	0.170	0.633	0.727
56823394-f47b-4a5d-95be-3839ba4496f4	0.993	0.253	0.180	0.753	0.593
4a0142bb-58e7-492b-9da9-fba15cc56b4b	0.867	0.427	0.485	0.767	0.880
f2e4883c-6cc0-4753-821f-2647f59806bf	0.627	0.220	0.500	0.953	0.240
a359ef34-7ac1-44e1-962b-d50066c9a374	0.987	0.227	0.265	0.987	0.347
e887098a-c407-4c7a-a29d-a6d7beb8173b	0.700	0.527	0.250	0.940	0.707
e1a62ca2-62d4-4937-a0e3-9780be0ce35a	0.920	0.167	0.300	0.960	0.687
740c73d4-8a40-432e-a5dc-fbf762e06f2d	0.980	0.260	0.130	0.760	0.520
c8861457-b75f-4cc7-aa8a-516e59d75d11	0.800	0.547	0.245	0.993	0.827
ec04b4de-f948-4d02-8e47-ca790ad2d5a3	0.973	0.993	0.075	0.987	0.180
2810327c-2ef3-4806-8d9f-7e0d99be4d29	0.960	0.353	0.295	0.853	0.693
048d652d-1a1a-4ec1-8fa8-5aa0446ac24c	0.060	0.147	0.875	0.360	0.167
73d6eb33-a4cd-4c96-9388-0944a662a0e4	0.880	0.993	0.170	0.860	1.000
938a362c-cd99-4a77-bdc1-4818f7e158f1	0.947	0.700	0.160	0.647	0.613
75ac6dc8-0d67-4e73-a655-02e12a1c35c8	0.960	0.293	0.065	0.813	0.787
53a64968-d715-4061-8ccc-a5df64f8145a	0.880	0.500	0.165	0.400	0.873
cadc4a74-bcae-42b4-a205-4bac9c509f3c	1.000	0.940	0.060	0.940	0.987
dbfab1cf-fcd8-4b95-af5b-032c4bfdcc8d	0.900	0.493	0.150	0.740	0.567
26c6e5db-573a-4a7a-9900-1e3beb469777	0.880	0.653	0.820	0.947	0.953
c2a7dba9-c021-4b2c-a8b0-f45526ed05e8	0.873	0.767	0.470	0.927	0.613
0c50c675-99fe-4114-b1f4-5dd253184dc8	0.833	0.793	0.165	0.987	0.147
c2c77632-b636-47c6-9f07-5f9bd1f2e205	1.000	0.100	0.050	0.707	0.220
eebaed73-d959-49de-914f-023a0d9a7ec9	0.933	0.927	0.360	0.720	0.647
339210f5-bdd2-4078-932f-14cd3c074264	1.000	0.627	0.280	0.993	0.860
5621588c-9209-4591-b2e9-820f2bfa052f	1.000	0.773	0.165	0.853	0.520
a7716c7c-bbca-443e-94e8-fb9bfa5bb1b4	1.000	0.320	0.160	0.927	0.413
6a7e046c-c58c-4fd3-9db4-23e07daf6fc7	0.993	0.153	0.255	0.607	0.693
339d6a6c-483a-411c-9f66-e5574b20e665	0.707	0.527	0.185	0.920	0.693
f40cfd6a-b5c7-410d-94da-5cd87e342747	0.887	0.767	0.330	0.920	0.860
346eaa4b-27b3-408e-9619-ef1e5aa94f12	0.993	0.407	0.165	0.967	0.727
948f2368-436a-4f69-a80a-6aab4246309a	0.320	0.160	0.940	0.733	0.187
bf8cb844-d5ed-4c02-ba41-6fb51aa8f53c	1.000	0.887	0.075	0.587	0.873
2e73f74a-0df3-435c-82ae-ffa367ebec05	0.993	0.480	0.215	1.000	0.873
c62cbf0c-ceca-4c65-89d3-c57296895e03	0.993	0.540	0.035	0.613	0.800
3b4cf214-d40e-4844-a910-5ad526d676f5	0.500	0.313	0.395	0.147	0.927
1b2d1709-0f0d-450a-900d-3e56ee5d8e7a	0.960	0.533	0.105	0.633	0.740
89969ee3-8bc4-480e-910a-6da164315189	0.947	0.833	0.075	0.973	0.967
e2dfe6fe-cee3-482b-a7c4-0861b9c70733	0.920	0.607	0.200	0.927	0.687
8936b67c-86e9-40d1-9393-5eb3add38595	0.987	0.907	0.195	0.987	0.787
4e8241e9-01dd-4c55-83c2-31fbb5d0a8ce	0.873	0.527	0.215	0.967	0.613
36a314fe-e117-42cd-a010-11da45f22977	1.000	0.760	0.055	0.913	0.347
a2680aac-442a-4802-9caa-805fb5b99e4f	0.553	0.507	0.375	0.947	0.767
601505dd-5b8b-470b-b016-f3255f737df1	0.607	0.673	0.160	0.847	0.893
6bbf87fa-f1ac-42fb-8a9f-53783d5fbeca	0.900	0.807	0.095	0.760	0.967
7868ffc9-5a93-4409-942a-c6f553c0c43b	0.980	0.407	0.110	0.913	0.413
3dca908a-6771-4efd-a595-17c38a366dc0	0.973	0.180	0.275	0.907	0.580
80223cf4-ea51-47b8-84ed-5135275f6d54	0.987	0.767	0.295	0.747	0.913
d8e26bf6-c251-40f7-bc37-9b89a2008c45	1.000	0.420	0.065	0.487	0.560
bee28fc1-641e-4d33-97c1-8bdd5e72a1fc	0.973	0.933	0.305	0.993	0.900
8c51ae61-b904-478d-aa13-cd538ddfbf84	0.960	0.347	0.440	1.000	0.227
464d30cc-4a5f-4720-a5bd-ae454f31666c	1.000	0.300	0.395	1.000	0.793
cec8ba04-aa6f-4730-9932-eaaf85be7e8f	0.980	0.787	0.170	0.987	0.267
195f69e1-7637-4a25-ae1b-42e92e5734f0	0.780	0.487	0.445	0.993	0.853
2f6389d1-59ce-4c1b-aa91-941ace06ef91	0.987	0.427	0.115	0.553	0.740
5e728eba-d4d5-432a-859c-d44e2a2eaf41	0.680	0.953	0.075	0.787	0.313
d782d139-b2b7-4b5b-aeb1-a6f05e9d37a0	0.973	0.173	0.235	0.953	0.760
f8693e01-270f-4bc4-b284-5bf3c3f3f729	0.893	0.980	0.100	0.607	0.580
8f6ef9e6-7440-4144-85a2-a5808834862a	0.833	0.713	0.310	0.953	0.620
8a786090-541d-4843-96ae-4d0b30a1e020	0.533	0.593	0.580	0.960	0.880
d711190a-283b-4ff0-be93-1f7ff26da277	0.993	0.480	0.265	0.680	0.713
b8c12389-f60a-4e20-8c3e-d6b392026a25	0.907	0.193	0.120	0.927	0.380
eef01cd6-49d2-4123-888d-5fe71fbb7c66	0.033	0.507	0.705	0.273	0.400
a0875db8-8bd5-49ac-864e-3c69f5142a66	1.000	0.460	0.190	0.900	0.880
91393bc1-d591-47f7-b6e4-9ad39d6b7338	0.567	0.327	0.525	1.000	0.800
e5534fe9-7295-4ed5-9ee3-912fcf3a6f8a	0.960	0.400	0.585	0.913	0.473
1f4088f4-3adb-4480-b9ff-0c8d61f7157f	1.000	0.360	0.230	0.993	0.800
b1b9d879-e65c-4e9c-ab44-709a5c9fbbc7	0.013	0.520	0.600	0.707	0.827
cd556fa4-e4c3-4f73-88c3-259a8ca24fb1	0.807	0.933	0.255	1.000	0.920
98796fdb-fc8c-4cfb-867e-de3646ef4213	0.807	0.300	0.180	0.947	0.520
4b2e4dcc-27eb-4a56-9553-0450067180c8	0.040	0.153	0.815	0.007	0.013
97a11f33-84dd-477a-a7c5-41cd6f029e53	0.507	0.807	0.710	0.940	0.987
37dcc9cf-16b3-4f36-b559-d55ef5cdc1e4	0.973	0.773	0.215	0.840	0.647
f7eb1486-bdda-4fbd-8b17-ff5fc6bb8b01	1.000	0.360	0.275	0.773	0.693
15103962-c560-466f-bf48-bc5d67d647c9	0.280	0.900	0.875	0.367	0.987
57457419-9326-493b-905c-316838472626	1.000	0.220	0.175	0.607	0.813
09341fe8-75d2-4d1f-bf6b-2497ec52dae8	0.727	0.500	0.310	0.893	0.967
2e750e18-fd14-4258-9822-43e7e902a2d7	0.987	0.233	0.355	0.987	0.847
a10660ad-65d2-4b0c-8d14-e51ee6e47713	0.953	0.913	0.260	0.993	0.927
d57d60a7-99ac-4c9e-bd32-4410b0e122e5	0.993	0.793	0.175	0.887	1.000
b493157c-b93d-4543-8a28-294d79949819	0.940	0.447	0.250	0.993	0.753
95bc3097-6726-43d3-a90c-60287d634154	0.933	0.880	0.265	0.873	0.993
463d4ec5-2e05-426b-99b4-6ff36e9515d6	1.000	0.727	0.405	0.927	0.973
2140325e-489d-45be-8c03-bed5d014fdc1	0.753	0.493	0.395	0.907	0.413
f8f819ce-e3af-45c4-b55f-8010999f516b	0.173	0.887	0.640	0.933	0.973
e3222e68-072c-4191-83c1-4f34aba96269	0.987	0.727	0.060	0.947	0.340
b419ead3-6809-4f37-afd3-f2afef2aed63	0.847	0.387	0.410	0.953	0.920
20c3da38-f66e-46c1-afcf-462ecd4469c3	0.993	0.267	0.170	0.540	0.887
ef2382c4-88e4-4893-90ea-b3070a8ad863	0.767	0.373	0.450	0.813	0.773
12e2f021-b5da-4f17-896b-5463a9b1be52	0.987	0.220	0.200	0.940	0.693
4be79dc2-399f-4a2f-83ba-adfd73065282	0.640	0.347	0.690	0.753	0.807
820c51e1-71b1-4b6f-a54e-a19ca89759b3	0.793	0.607	0.065	0.380	0.960
b267f79c-d535-4382-82df-ed1aad3a2ac9	0.980	0.633	0.100	0.640	0.560
1f6ea2b5-ff15-4ba8-9e91-40c775426cb3	0.913	0.940	0.170	0.980	0.800
ab28babe-a615-4309-8f0b-7a3e532cefd8	0.993	0.173	0.235	0.920	0.633
f5693bde-5bee-4400-8cb9-0d315a83ba8a	0.200	0.133	0.890	0.567	0.407
084a01a0-a800-479a-82dd-9c31a44e7127	0.947	0.607	0.125	0.747	0.740
2da281a9-3a8c-4cfc-b69e-357b36fa005b	0.320	0.540	0.615	0.927	0.947
711d8875-91a7-4fee-b8a8-c80ff199dd29	0.653	0.927	0.150	0.987	0.967
4341d0d2-e801-43b9-a3eb-8e9d3fd2c89a	0.447	0.807	0.370	0.980	0.933
aa961f4e-65ce-41e6-813a-33e3da361595	0.967	0.333	0.105	0.600	0.667
36631ab2-86b4-4fa2-bd4a-7515ac2424f8	0.860	0.753	0.130	0.800	0.920
424b8f48-d1b0-4b33-9a8f-c53ad8d332c0	0.953	0.653	0.275	0.973	0.767
95a17a61-0994-4f78-aa1b-f7e14f9bfa61	0.993	0.880	0.030	0.673	0.387
8dd964ac-6c7e-4a3b-87ac-b6de5baf4fc5	0.893	0.200	0.270	0.967	0.787
0888900a-121b-41f9-a57f-9c0053180a29	0.720	0.127	0.505	0.933	0.600
2cffaf20-81a6-44b2-873d-03b17dca4079	0.873	0.800	0.080	0.987	0.253
1d67bc2a-bff3-4b83-b0d5-0b780d87a743	0.827	0.240	0.400	0.993	0.647
a4b03caf-8ce4-4b84-a36d-3c93ab319a7a	0.967	0.420	0.130	0.980	0.520
fb616bda-fe72-432b-bc3e-4c7eae6a5faf	0.920	0.793	0.370	0.987	0.967
e8df5a08-a811-4f36-9abb-116bfb1f09c6	0.727	0.953	0.635	0.960	0.947
27bbc945-ead0-45e7-bc20-4d6f610d1567	0.360	0.633	0.145	0.927	0.900
11a7fbdb-2fde-4d48-a331-d43b07f9b560	0.873	0.207	0.565	0.973	0.927
c1b051ed-b2c4-4622-8baf-52affaed920b	0.480	0.940	0.800	1.000	1.000
ef1f00db-cb63-442e-a153-24c4224569d4	0.827	0.360	0.320	0.973	0.880
069e04da-bd41-4bf3-bd23-e87e2fb03a0a	0.987	0.253	0.310	0.893	0.793
1bdd73b6-5cd0-47a4-aaa6-f8d806690686	0.780	0.853	0.355	1.000	0.973
9bb44d22-5e2c-4d0f-babe-1fd13a9b0e25	0.667	0.633	0.450	0.933	0.680
2216b00e-6476-4507-99f3-40d6a113205f	0.960	0.753	0.205	1.000	0.393
b862f662-4dfe-4a17-b9c7-adb33704d873	0.980	0.360	0.325	1.000	0.793
a0651f24-d1c0-4731-b581-0d68a2541305	0.840	0.853	0.400	0.967	0.480
f2d4185c-62a3-423f-8c85-580f3bb7634b	0.813	0.987	0.055	0.933	0.713
744cfed9-9c22-4a18-87e1-208de5262d55	0.987	0.613	0.360	0.980	0.647
db174e96-1aec-4df2-bfb1-8f9a34823cac	0.953	0.347	0.255	0.907	0.787
b1b38b6f-1059-443d-96df-db8682e4d5fc	0.607	0.407	0.200	0.933	0.520
7105d23d-029b-4ed2-835a-a66f806dbb6f	0.993	0.647	0.415	0.980	0.907
e3307883-9496-4b92-8239-6b46213c30e7	0.300	0.653	0.400	0.960	0.840
fdae6de3-de23-45e1-9841-49d4d1534343	0.060	0.460	0.595	0.027	0.273
a892a4e1-2fc4-4d16-96db-5c34520e90bd	0.133	0.173	0.545	0.507	0.433
6f86cf17-0acd-454c-a2a6-ba3dc34ee39c	0.893	0.680	0.435	0.993	0.880
22f64ba5-e781-4313-8a30-b0ad2a2da1f3	0.860	1.000	0.240	0.973	0.907
0575f48d-f7c1-4f37-905d-99764636b684	0.953	0.647	0.250	0.213	0.360
cf5a30ba-2e33-4277-bfd9-b0c5678e0d5f	0.593	0.133	0.775	0.947	0.787
4740a916-7035-4ee8-9170-6e50251143b8	0.933	0.220	0.695	0.380	0.613
171e00e0-ee6c-4af7-8360-aa7e57c3b909	0.047	0.113	0.870	0.280	0.320
33343d3a-f8ed-4ecb-bce0-7adb64af5ab0	0.980	0.320	0.390	0.420	0.953
d1f41e09-b535-46ce-9fb1-4c373e24ecb7	0.967	0.667	0.075	0.607	0.820
77ceaf5f-ad2d-4e20-b1c6-171667107f50	0.793	0.380	0.550	0.280	0.693
70929314-c9cd-4c17-93a9-66a804c65ec3	0.873	0.233	0.350	0.920	0.733
11f667d4-8cc2-4e0b-8c53-8eda5e0b565f	0.447	0.267	0.985	0.120	0.293
879b2577-a524-49ce-9afd-35f202305e16	0.980	0.280	0.775	0.933	0.940
abce213e-6a96-4bf0-acac-fafca9e951da	0.867	0.733	0.845	1.000	0.973
85234535-2986-4b71-8161-5fe0bbbfc6f0	0.960	0.333	0.420	0.960	0.693
e726d561-d63e-41ee-8363-8fcdea6d3bdb	1.000	0.493	0.100	0.760	0.780
01322c06-6c71-4a5b-8b8f-85c668ed9d7a	0.993	0.140	0.115	0.880	0.340
d7060455-1f08-4005-916d-d221f9ff84df	1.000	0.347	0.260	0.740	0.667
bd83d374-cdd9-4938-b54f-52263e521a6d	1.000	0.367	0.315	0.933	0.933
1a722741-6c18-4724-9925-657d9e921aeb	0.993	0.260	0.505	0.913	0.913
a2a4f7dc-89ed-4d03-8ef3-a301efb45803	0.753	0.547	0.405	0.860	0.240
85431bb2-1efc-4de0-b897-aff7c7e05931	0.773	0.760	0.075	0.847	0.993
4b7aa45a-7057-4c69-8959-733a16ed2ebc	0.720	0.133	0.660	0.400	0.153
5b11e88c-21cf-4b3c-9baa-0f10200cbfe5	0.320	0.120	0.785	0.040	0.207
c3f8eee6-a969-47ac-98fc-a11fca5352c4	0.987	0.153	0.235	0.933	0.553
ce765277-406f-4674-9f50-9df9224782ff	0.160	0.173	0.830	0.347	0.207
e3638658-7f02-4143-8517-45488869b0a5	0.813	0.813	0.375	0.960	0.913
084fb3ad-b0c7-473a-96d4-7c06cd104aea	0.860	0.467	0.220	1.000	0.900
58f4040e-337a-4cc4-b1f6-25eae444185f	0.987	0.633	0.155	0.893	0.613
d19b274d-5fa0-46f5-8153-0a2ae2af390b	0.987	0.707	0.105	0.733	0.247
8dc10f2f-0a50-4d53-9418-c6d68949a2d9	0.973	0.447	0.160	0.447	0.807
fe83a83c-e154-4d07-b8c0-de841dee94e9	0.100	0.160	0.850	0.280	0.440
3fa2fe58-c981-45bf-99d4-4ee1ad42d2f7	0.587	0.333	0.355	0.653	0.607
fb2024aa-a9a7-46d5-8786-8b0ac15bdfca	1.000	0.700	0.175	0.887	0.953
